uid, ndata, decay, undecay, delete, restore, category_anon, category_reveal
14281, 31, 15275, 24734, 20483, 29070, 4522, 6113
14291, 35, 16169, 34517, 37609, 43057, 3841, 4166
14301, 22, 13179, 20146, 20758, 24432, 2353, 902
14311, 44, 21889, 37722, 33408, 46429, 3757, 3289
14321, 54, 24833, 51021, 57982, 64260, 5798, 9294
14331, 62, 29747, 53688, 66179, 65822, 6443, 11070
14341, 45, 22340, 44281, 34361, 55122, 3645, 2745
14351, 42, 20470, 40358, 28261, 41147, 4859, 7727
14361, 46, 20104, 44700, 44600, 55349, 3641, 2345
14371, 51, 24283, 41614, 37737, 51316, 4741, 5685
14381, 56, 27449, 55441, 52690, 68458, 5628, 8048
14391, 56, 24942, 42969, 36689, 52006, 4496, 5369
14401, 45, 21188, 35786, 62324, 53114, 4675, 5808
14411, 59, 27651, 56764, 41863, 58843, 4454, 5351
14421, 55, 26238, 45082, 61335, 55966, 5452, 8891
14431, 49, 24717, 41437, 37899, 51798, 3666, 4475
14441, 52, 24405, 45404, 35721, 50825, 5454, 8494
14451, 50, 23075, 47187, 33976, 48167, 5750, 12374
14461, 57, 28588, 59130, 46867, 61831, 5705, 7949
14471, 69, 32464, 56456, 62877, 70123, 6590, 12201
14481, 44, 22052, 35934, 44341, 53217, 4259, 4651
14491, 57, 26030, 44191, 37989, 60500, 5553, 8400
14501, 53, 26129, 45085, 41976, 56119, 4499, 6399
14511, 44, 22064, 43948, 45258, 47209, 4437, 5800
14521, 49, 23225, 46930, 46760, 50219, 5119, 7526
14531, 51, 25834, 52212, 84127, 64773, 5293, 7452
14541, 53, 25313, 43199, 38103, 63701, 4831, 6755
14551, 56, 26418, 53345, 35466, 55253, 5641, 6544
14561, 65, 27046, 64127, 81585, 80504, 6026, 10487
14571, 54, 25135, 52452, 49592, 54355, 4476, 5241
14581, 51, 25995, 46160, 53642, 55537, 4678, 4841
14591, 49, 25396, 43076, 39752, 63960, 3755, 3504
14601, 42, 21637, 42927, 42788, 44589, 4276, 5998
14611, 48, 20139, 45749, 46235, 57020, 5981, 9555
14621, 47, 23152, 45990, 36457, 57494, 4493, 5086
14631, 55, 26769, 46034, 41494, 55696, 5417, 9910
14641, 55, 26387, 53972, 36642, 57144, 4760, 6806
14651, 54, 23450, 54043, 49495, 67543, 5663, 10058
14661, 51, 22338, 52028, 63993, 65071, 5464, 8789
14671, 49, 25781, 44294, 41486, 65386, 4765, 7528
14681, 63, 30169, 52256, 45613, 77441, 6287, 12162
14691, 62, 29460, 61306, 46015, 74213, 4714, 5190
14701, 77, 29595, 59754, 75669, 74099, 7416, 10420
14711, 60, 28332, 49753, 55694, 60666, 5221, 9095
14721, 61, 28969, 52028, 57793, 74675, 5041, 6842
14731, 72, 34730, 61158, 64584, 72962, 6242, 10227
14741, 67, 31157, 54009, 46811, 79982, 6207, 11899
14751, 78, 37305, 79010, 71944, 98600, 7320, 12137
14761, 75, 36278, 74934, 80939, 93498, 5428, 7003
14771, 69, 33005, 56482, 94820, 72118, 6192, 9309
14781, 83, 33938, 80937, 72137, 101593, 7166, 10812
14791, 63, 28947, 59443, 69152, 73205, 6260, 10247
14801, 56, 26228, 53885, 52853, 54723, 5434, 8806
14811, 70, 33619, 70254, 63261, 71504, 6623, 11418
14821, 62, 28382, 57109, 54723, 71513, 4927, 6535
14831, 62, 30842, 65303, 58709, 81461, 6437, 12193
14841, 74, 31637, 74029, 81288, 92769, 6482, 9460
14851, 82, 38615, 81258, 74573, 100857, 7033, 10543
14861, 76, 36795, 77250, 58443, 96503, 5906, 7189
14871, 64, 30764, 63751, 63541, 66368, 7168, 13577
14881, 62, 29003, 49784, 70416, 61350, 6176, 8680
14891, 63, 30629, 54914, 60911, 66159, 4474, 5579
14901, 66, 30119, 51742, 59370, 63912, 5766, 7914
14911, 70, 34413, 72140, 54531, 87899, 7336, 12008
14921, 72, 33830, 59304, 92052, 73086, 6320, 11168
14931, 58, 29491, 58684, 58227, 62227, 5139, 7878
14941, 84, 39419, 83074, 69321, 91008, 5916, 6432
14951, 87, 38639, 68555, 124868, 84574, 8348, 12634
14961, 72, 32722, 58010, 90457, 70506, 6584, 10050
14971, 67, 32171, 54706, 64425, 67689, 6473, 11460
14981, 107, 48242, 86836, 132768, 108373, 7732, 12241
14991, 95, 37889, 79838, 80395, 98245, 7050, 11290
15001, 89, 42448, 77601, 107661, 95837, 7316, 10666
15011, 96, 44814, 91373, 113552, 99882, 8213, 12538
15021, 84, 39147, 71187, 102959, 87123, 6733, 12464
15031, 88, 40600, 72015, 107034, 90652, 8258, 14643
15041, 89, 39290, 70376, 58381, 86068, 7375, 11729
15051, 92, 42390, 90768, 108650, 93670, 8228, 17563
15061, 91, 40216, 85472, 114731, 106170, 9030, 16367
15071, 112, 44682, 109867, 124815, 137205, 6894, 7714
15081, 100, 45645, 80918, 153694, 122379, 10055, 22048
15091, 108, 41499, 100967, 101930, 125762, 8486, 13367
15101, 94, 44912, 95574, 112938, 120013, 8209, 14868
15111, 104, 42871, 103585, 120832, 130044, 10133, 21586
15121, 104, 48440, 104167, 94034, 106494, 7996, 11538
15131, 89, 36350, 73593, 75596, 90473, 7215, 9795
15141, 138, 58838, 112924, 174688, 167391, 9354, 13959
15151, 123, 55951, 96965, 132767, 146520, 9302, 14255
15161, 116, 54037, 98923, 114244, 119987, 10990, 17449
15171, 107, 48160, 87793, 90491, 108483, 10122, 15852
15181, 114, 52576, 112015, 112547, 116631, 8479, 15278
15191, 109, 50062, 107579, 152658, 111725, 10080, 13381
15201, 133, 56198, 107393, 202478, 161151, 11072, 18266
15211, 115, 54284, 97031, 101138, 119900, 8865, 14545
15221, 141, 54943, 111085, 141314, 141333, 13274, 23041
15231, 134, 59009, 108454, 139765, 132603, 10473, 16380
15241, 121, 55647, 101109, 101767, 124721, 9864, 20765
15251, 139, 61083, 135201, 192577, 168579, 10515, 15177
15261, 154, 68402, 123755, 189141, 154232, 11420, 16506
15271, 152, 59372, 122067, 186759, 151202, 12832, 25163
15281, 124, 54505, 97413, 166929, 120060, 9295, 13537
15291, 154, 71397, 129291, 188193, 192519, 12376, 21613
15301, 147, 58581, 117698, 254495, 167350, 10576, 17400
15311, 151, 63090, 141017, 210731, 160626, 11946, 18590
15321, 157, 69737, 152402, 210248, 191913, 12232, 18302
15331, 157, 69059, 123198, 140120, 154741, 13155, 26748
15341, 176, 77578, 170914, 229444, 175033, 11832, 20309
15351, 157, 69832, 124619, 180115, 157181, 11713, 17633
15361, 158, 70054, 128324, 142529, 154160, 11150, 17935
15371, 137, 61802, 131112, 167374, 138283, 10576, 16587
15381, 167, 75785, 135754, 244296, 201415, 13329, 24495
15391, 164, 75209, 160803, 285759, 205298, 11412, 16744
15401, 164, 75583, 164171, 164809, 169315, 11915, 18682
15411, 154, 60375, 123094, 198232, 183135, 12179, 15415
15421, 178, 78252, 168576, 174667, 209365, 14466, 24964
15431, 171, 74077, 164765, 177281, 175450, 13035, 23097
15441, 190, 88659, 164504, 178361, 198626, 16451, 29097
15451, 189, 86266, 186698, 356992, 195557, 14053, 28484
15461, 165, 73699, 163660, 265890, 203431, 16287, 26549
15471, 164, 65747, 161804, 194454, 203105, 13909, 26697
15481, 193, 84419, 193044, 336089, 207127, 12839, 17614
15491, 226, 99924, 219336, 278534, 234533, 17781, 25588
15501, 194, 84495, 193997, 263808, 238799, 13403, 22192
15511, 193, 85674, 158805, 318750, 237441, 14652, 23057
15521, 192, 87187, 157955, 321763, 195567, 15349, 23539
15531, 220, 97622, 184710, 297573, 220769, 17406, 30148
15541, 256, 111165, 244617, 369132, 304893, 20514, 32332
15551, 228, 103007, 188340, 352754, 236027, 15619, 26546
15561, 218, 91242, 220939, 226521, 235572, 15431, 25863
15571, 221, 99087, 214683, 495986, 229794, 18045, 30683
15581, 220, 97839, 211152, 410282, 257162, 15916, 28220
15591, 241, 90610, 193318, 394792, 241592, 17272, 33444
15601, 241, 95223, 197034, 281410, 243871, 18407, 27371
15611, 245, 108018, 201626, 469418, 251218, 19414, 35558
15621, 243, 95629, 210489, 306668, 245322, 16979, 26765
15631, 255, 105459, 212326, 481225, 264751, 17906, 31619
15641, 271, 123221, 231803, 534992, 283686, 20424, 42969
15651, 246, 99493, 209312, 436245, 261391, 19391, 34565
15661, 297, 134926, 245811, 447355, 306303, 22885, 38567
15671, 308, 137775, 304868, 432965, 379304, 20509, 39062
15681, 332, 144731, 275804, 731419, 337002, 23971, 40250
15691, 310, 121537, 248600, 559139, 307861, 22020, 37708
15701, 339, 150558, 280379, 655912, 350196, 24583, 53737
15711, 309, 131724, 268735, 651831, 322417, 20285, 29319
15721, 334, 149646, 339857, 729078, 355487, 23532, 34682
15731, 398, 168520, 328958, 556109, 414479, 28039, 49753
15741, 395, 153802, 331420, 698375, 412655, 28309, 47289
15751, 398, 169849, 335734, 998768, 409867, 28179, 46622
15761, 402, 175137, 336321, 731008, 410760, 27262, 45850
15771, 403, 175475, 326606, 735879, 483620, 30939, 51506
15781, 443, 189273, 368761, 589174, 460625, 31649, 52959
15791, 450, 172180, 371963, 1040174, 459294, 30700, 53980
15801, 526, 211841, 439988, 1011318, 546507, 36972, 69508
15811, 529, 227254, 438687, 997573, 546274, 38023, 72731
15821, 540, 231323, 446564, 1076151, 555388, 37168, 59842
15831, 517, 218562, 424200, 1149323, 535596, 34685, 50129
15841, 635, 244288, 611639, 1409786, 664553, 44483, 90812
15851, 752, 296059, 663184, 1795971, 847448, 49515, 87485
15861, 715, 275205, 603970, 1439533, 729542, 50254, 90637
15871, 782, 302047, 644221, 2197152, 810522, 57636, 99446
15881, 747, 326116, 616203, 2135719, 915482, 54396, 102490
15891, 833, 357900, 685096, 2722496, 845275, 52797, 87266
15901, 927, 360769, 858141, 2834069, 967464, 62032, 106753
15911, 983, 380848, 830740, 2600935, 1041845, 72262, 147484
15921, 1148, 457492, 1081606, 3921709, 1184710, 83999, 143391
15931, 1300, 510120, 1071491, 3909885, 1452748, 93182, 154977
15941, 1704, 653517, 1419483, 5830540, 1789528, 119339, 210029
15951, 2540, 982700, 2121053, 9257670, 2751268, 186045, 358074
